question;predicate
where did cyprien tanguay pass away;http://dbpedia.org/ontology/deathPlace
which duke president was born in greenville county, south carolina;http://dbpedia.org/ontology/birthPlace
in which city did burhanuddin harahap die;http://dbpedia.org/ontology/deathPlace
Name a k-pop artist;http://dbpedia.org/ontology/genre
Where in the united states was william curtis bryson born?;http://dbpedia.org/ontology/birthPlace
who was born in buenos aires?;http://dbpedia.org/ontology/birthPlace
what type of musician is mariza koch;http://dbpedia.org/ontology/genre
who produced the film we are family;http://dbpedia.org/ontology/producer
what position did perpetua nkwocha play;http://dbpedia.org/ontology/position
what languages are spoken on mausam?;http://dbpedia.org/ontology/language
who was the director of the movie money for speed;http://dbpedia.org/ontology/director
what position does randy dixon play in american football;http://dbpedia.org/ontology/position
What is the nationality of david olliffe;http://dbpedia.org/ontology/hometown
who was born in croydon?;http://dbpedia.org/ontology/birthPlace
where was randy white born;http://dbpedia.org/ontology/birthPlace
What type of music does aki yashiro make?;http://dbpedia.org/ontology/genre
what position does mauro fernandez play in soccer?;http://dbpedia.org/ontology/position
which genre is viva! hysteria;http://dbpedia.org/ontology/genre
what is elisabetta canalis' place of birth?;http://dbpedia.org/ontology/birthPlace
what is chris babb's place of birth;http://dbpedia.org/ontology/birthPlace
Where was raleigh roundtree born in the united states?;http://dbpedia.org/ontology/birthPlace
who is a thrash metal artist;http://dbpedia.org/ontology/genre
Who is an artist on the emi record label?;http://dbpedia.org/ontology/recordLabel
What sort of music is redencao;http://dbpedia.org/ontology/genre
what kind of music is on the album havoc and bright lights;http://dbpedia.org/ontology/genre
who wrote the lyrics to rocky raccoon;http://dbpedia.org/ontology/writer
which journalist was born in webster?;http://dbpedia.org/ontology/birthPlace
Who produced the movie basic instinct 2;http://dbpedia.org/ontology/producer
where in senegal was papa gueye born?;http://dbpedia.org/ontology/birthPlace
What US city is guilford located?;http://dbpedia.org/ontology/location
which time zone is used in cedar lake;http://dbpedia.org/ontology/timeZone
which tropical place was thomas shadrach james born in?;http://dbpedia.org/ontology/birthPlace
what is the genre of anthology;http://dbpedia.org/ontology/genre
what episode did mel damski direct;http://dbpedia.org/ontology/director
what type of game is abyss?;http://dbpedia.org/ontology/genre
where did lyman u. humphrey pass away?;http://dbpedia.org/ontology/deathPlace
what kind of music does john duffey play;http://dbpedia.org/ontology/genre
who's a musician signed to sst records;http://dbpedia.org/ontology/recordLabel
Who is an artist signed to columbia records?;http://dbpedia.org/ontology/recordLabel
What is the album fruits clipper's genre;http://dbpedia.org/ontology/genre
Where was fritz hohn born;http://dbpedia.org/ontology/deathPlace
Where is state of alert from?;http://dbpedia.org/ontology/hometown
what film did chris carter (screenwriter) produce;http://dbpedia.org/ontology/producer
Who directed the film freud's leaving home?;http://dbpedia.org/ontology/director
who was born in mosbach;http://dbpedia.org/ontology/birthPlace
what kind of music does raphael perform;http://dbpedia.org/ontology/genre
what american football position does  stephen davis play;http://dbpedia.org/ontology/position
Under what genre woulddavid barbe be classified;http://dbpedia.org/ontology/genre
what was written by beats international;http://dbpedia.org/ontology/recordLabel
What genre on netflix is second sight in?;http://dbpedia.org/ontology/genre
What is a location within the pacific time zone?;http://dbpedia.org/ontology/timeZone
where is peter costigan born?;http://dbpedia.org/ontology/birthPlace
in what southern city was roland howell born;http://dbpedia.org/ontology/birthPlace
what kind of tv show is baywatch nights;http://dbpedia.org/ontology/genre
Where in new mexico did james mercer begin his career;http://dbpedia.org/ontology/hometown
What kind of music does ralf gyllenhammar play?;http://dbpedia.org/ontology/genre
where did idavinamusic her start at?;http://dbpedia.org/ontology/hometown
WHat language is used in 20,000 leagues under the sea;http://dbpedia.org/ontology/language
Who was born in Paris?;http://dbpedia.org/ontology/birthPlace
Who produced the film powder blue (film);http://dbpedia.org/ontology/producer
What language is the film poliziotto, solitudine e rabbia in?;http://dbpedia.org/ontology/language
which city and state did sara berner die in;http://dbpedia.org/ontology/deathPlace
which city is sam houston race park located in?;http://dbpedia.org/ontology/location
What is a book in the reference genre?;http://dbpedia.org/ontology/literaryGenre
where was corinna harney's place of birth;http://dbpedia.org/ontology/birthPlace
what kind of music does blackalicious play;http://dbpedia.org/ontology/genre
who was born in australia;http://dbpedia.org/ontology/birthPlace
what album is considered hardcore punk?;http://dbpedia.org/ontology/genre
name an artist in the glam rock genre.;http://dbpedia.org/ontology/genre
where was sonny bill williams born;http://dbpedia.org/ontology/birthPlace
Who wrote haggard: the movie?;http://dbpedia.org/ontology/writer
Who directed the whistle at eaton falls;http://dbpedia.org/ontology/director
which county is william wyatt bibb from?;http://dbpedia.org/ontology/birthPlace
What song did patrick wolf write the lyrics for?;http://dbpedia.org/ontology/writer
who is a person that was born in  miami;http://dbpedia.org/ontology/birthPlace
What genre is the tv show everybody hates chris on netflix?;http://dbpedia.org/ontology/genre
Where was richard rush born?;http://dbpedia.org/ontology/birthPlace
In what country did habibullah pass away?;http://dbpedia.org/ontology/deathPlace
what type of novel is the haunting;http://dbpedia.org/ontology/literaryGenre
which actor was born in konstanz;http://dbpedia.org/ontology/birthPlace
What is a book in the novel genre?;http://dbpedia.org/ontology/literaryGenre
where did marinus snoeren pass away?;http://dbpedia.org/ontology/deathPlace
in baseball, what position does bill lindsey play;http://dbpedia.org/ontology/position
what label is jeanne cherhal signed to;http://dbpedia.org/ontology/recordLabel
what position does alexei savinov play in football;http://dbpedia.org/ontology/position
what kind of music can be found on the album workout holiday lp;http://dbpedia.org/ontology/genre
Which city in America did george pechiney die in;http://dbpedia.org/ontology/deathPlace
what language is the film digimon frontier: island of lost digimon in;http://dbpedia.org/ontology/language
what is lee meager's place of birth;http://dbpedia.org/ontology/birthPlace
what is esqueritas birth place;http://dbpedia.org/ontology/birthPlace
What album is in the Power Pop genre?;http://dbpedia.org/ontology/genre
What is peter burgstaller's position;http://dbpedia.org/ontology/position
What position does marawaan bantam play;http://dbpedia.org/ontology/position
Where was richard cantillon born;http://dbpedia.org/ontology/birthPlace
What is an album whose musical genre is folk rock?;http://dbpedia.org/ontology/genre
Which country was walter segal from;http://dbpedia.org/ontology/birthPlace
That time zone is Doran in?;http://dbpedia.org/ontology/timeZone
who is the producer of the a night at the roxbury film;http://dbpedia.org/ontology/producer
which entomologist was born in solingen?;http://dbpedia.org/ontology/birthPlace
which country was robert t francoeur born in;http://dbpedia.org/ontology/birthPlace
What position does bruce gamble play;http://dbpedia.org/ontology/position
What city is sbtrkt from?;http://dbpedia.org/ontology/hometown
Where did rashid karim die;http://dbpedia.org/ontology/deathPlace
Where did edward pincus die;http://dbpedia.org/ontology/deathPlace
where did don leeson die;http://dbpedia.org/ontology/deathPlace
What genre is piel de angel;http://dbpedia.org/ontology/genre
what are adventure computer video games;http://dbpedia.org/ontology/genre
which nationality is daisy d'ora;http://dbpedia.org/ontology/birthPlace
What genre of music does chitose hajime make;http://dbpedia.org/ontology/genre
what kind of genre is in the joy of sex;http://dbpedia.org/ontology/literaryGenre
who was born in preston;http://dbpedia.org/ontology/birthPlace
what position does the football player arnau riera play?;http://dbpedia.org/ontology/position
Name a person born in kapurthala;http://dbpedia.org/ontology/birthPlace
what maltese actor was born in qormi;http://dbpedia.org/ontology/birthPlace
what state is the mayor david a. yeiser house located in;http://dbpedia.org/ontology/location
what song did neil tennant write;http://dbpedia.org/ontology/writer
what movie did diane keaton direct;http://dbpedia.org/ontology/director
What book has judith merril written;http://dbpedia.org/ontology/author
What is the time zone for clifton hill?;http://dbpedia.org/ontology/timeZone
which music label is turley richards signed to;http://dbpedia.org/ontology/recordLabel
where is the place of death of kishore sahu?;http://dbpedia.org/ontology/deathPlace
what member of the group imagination produces dance music;http://dbpedia.org/ontology/genre
which nation does muqadar qazizadah come from?;http://dbpedia.org/ontology/birthPlace
Which music genre is mister kite associated with;http://dbpedia.org/ontology/genre
who is a professional golfer born in papua;http://dbpedia.org/ontology/birthPlace
what type of book is the devil in velvet;http://dbpedia.org/ontology/literaryGenre
what book titles are speculative fiction;http://dbpedia.org/ontology/literaryGenre
What music genre is Noble Beast?;http://dbpedia.org/ontology/genre
Where did autograph originate;http://dbpedia.org/ontology/hometown
what position does hockey player jason jaffray play;http://dbpedia.org/ontology/position
where did l. m. shaw die;http://dbpedia.org/ontology/deathPlace
Who is a notable person that was born in krakow;http://dbpedia.org/ontology/birthPlace
who is the composer for dosed;http://dbpedia.org/ontology/writer
what to the fengu people speak;http://dbpedia.org/ontology/language
What's a tv episode that j. michael straczynski has written;http://dbpedia.org/ontology/writer
Who wrote the story used in the film resurrection;http://dbpedia.org/ontology/writer
What country is arthur mcarthur from;http://dbpedia.org/ontology/hometown
what male artist would be nominated for a grammy in contemporary r&b;http://dbpedia.org/ontology/genre
what kind of music did willie chambers play;http://dbpedia.org/ontology/genre
what is the name of a alternative hip hop musician;http://dbpedia.org/ontology/genre
which musical artist works with uni record label?;http://dbpedia.org/ontology/recordLabel
who produced havoc?;http://dbpedia.org/ontology/producer
Which position does profession soccer player peter doherty play?;http://dbpedia.org/ontology/position
What kind of game is jump ultimate stars?;http://dbpedia.org/ontology/genre
Which genre is the artist dj buddha associated with;http://dbpedia.org/ontology/genre
Where did john of parma die?;http://dbpedia.org/ontology/deathPlace
what is an action game;http://dbpedia.org/ontology/genre
what songs have grant mclennan written lyrics to?;http://dbpedia.org/ontology/writer
What genre of music is the album guitar?;http://dbpedia.org/ontology/genre
who is a folk rock artist;http://dbpedia.org/ontology/genre
what songs have liam howlett composed?;http://dbpedia.org/ontology/writer
who is an artist under decca records?;http://dbpedia.org/ontology/recordLabel
Where did mouloud feraoun die?;http://dbpedia.org/ontology/deathPlace
which artist works under the label sugar hill records;http://dbpedia.org/ontology/recordLabel
What genre of book is the porcupine?;http://dbpedia.org/ontology/literaryGenre
which artist is of the genre rock music;http://dbpedia.org/ontology/genre
what label is a part of;http://dbpedia.org/ontology/recordLabel
what city and state did norman schwarzkopf, jr. pass away in;http://dbpedia.org/ontology/deathPlace
Who is from tacna;http://dbpedia.org/ontology/birthPlace
Where was caressa savage born;http://dbpedia.org/ontology/birthPlace
who is the label for  mucc;http://dbpedia.org/ontology/recordLabel
What position does yan aung win play;http://dbpedia.org/ontology/position
Who was born in budapest;http://dbpedia.org/ontology/birthPlace
Where did emil lind die?;http://dbpedia.org/ontology/deathPlace
where is matt asiata from;http://dbpedia.org/ontology/birthPlace
Who was the composer of fake;http://dbpedia.org/ontology/writer
who is an artist signed to liberty records;http://dbpedia.org/ontology/recordLabel
What's a place that uses the pacific time zone;http://dbpedia.org/ontology/timeZone
Which city was franck montagny born in;http://dbpedia.org/ontology/birthPlace
who location did christian hulsen die in;http://dbpedia.org/ontology/deathPlace
Where was bruno alicarte born;http://dbpedia.org/ontology/birthPlace
what is the genre of jnc?;http://dbpedia.org/ontology/genre
where in the united states did billy joe daugherty die?;http://dbpedia.org/ontology/deathPlace
Who was born in London?;http://dbpedia.org/ontology/birthPlace
Name an artist on the sony bmg music entertainment record label\\;http://dbpedia.org/ontology/recordLabel
Who is someone that was born in honolulu;http://dbpedia.org/ontology/birthPlace
what was eduardo rabossi's birthplace;http://dbpedia.org/ontology/birthPlace
What's an example of a shooter game;http://dbpedia.org/ontology/genre
whats an album thats considered to be  indie pop;http://dbpedia.org/ontology/genre
which filmmaker wrote for the film birdcage inn?;http://dbpedia.org/ontology/writer
what books have jonathan swift written?;http://dbpedia.org/ontology/author
what type of music does white lion make?;http://dbpedia.org/ontology/genre
what type of game is nhl 2003;http://dbpedia.org/ontology/genre
what position does magnus johansson play;http://dbpedia.org/ontology/position
What is the label that trisha yearwood is under?;http://dbpedia.org/ontology/recordLabel
what is the language spoken in austeria?;http://dbpedia.org/ontology/language
What's a census designated place that uses the pacific time zone;http://dbpedia.org/ontology/timeZone
what type of work is the infinities?;http://dbpedia.org/ontology/literaryGenre
brian robertson  does what kind of music;http://dbpedia.org/ontology/genre
where did nelson de la rosa spend his final day of life;http://dbpedia.org/ontology/deathPlace
What song was written by richard ashcroft;http://dbpedia.org/ontology/writer
what Italian-American pianist does rca promote;http://dbpedia.org/ontology/recordLabel
What position does alan osorio da costa silva play;http://dbpedia.org/ontology/position
who was a first baseman for the yankees;http://dbpedia.org/ontology/position
what book genre is the black death?;http://dbpedia.org/ontology/literaryGenre
what type of music does sussie 4 make;http://dbpedia.org/ontology/genre
Where was chris herrmann born;http://dbpedia.org/ontology/birthPlace
Who wrote for the film titled the dark redemption;http://dbpedia.org/ontology/writer
whats the name of a rock music album;http://dbpedia.org/ontology/genre
What is the name of a book in the crime fiction genre;http://dbpedia.org/ontology/literaryGenre
What is the genre of bob dylan's greatest hits, volume ii?;http://dbpedia.org/ontology/genre
Where was borys szyc born;http://dbpedia.org/ontology/birthPlace
What baseball position does charlie maloney play?;http://dbpedia.org/ontology/position
Name a silent film;http://dbpedia.org/ontology/language
what kind of game is ace combat 04: shattered skies?;http://dbpedia.org/ontology/genre
what kind of music does wendy melvoin make;http://dbpedia.org/ontology/genre
what position does marcell takacs play in soccer?;http://dbpedia.org/ontology/position
what kind of music does coffey anderson play;http://dbpedia.org/ontology/genre
what position does al carson play in baseball;http://dbpedia.org/ontology/position
which city did peter lindgren die;http://dbpedia.org/ontology/deathPlace
where in france was marian hannah winter born in?;http://dbpedia.org/ontology/deathPlace
what book is by philip jones griffiths?;http://dbpedia.org/ontology/author
what is a gangsta rap album?;http://dbpedia.org/ontology/genre
What is the original language of daughter of venice?;http://dbpedia.org/ontology/language
What sort of music does doctors of madness play;http://dbpedia.org/ontology/genre
Name a person born in rome.;http://dbpedia.org/ontology/birthPlace
where was peter woodthorpe born;http://dbpedia.org/ontology/birthPlace
What genre of music does psydoll play?;http://dbpedia.org/ontology/genre
which language is spoken in thaikkupin tharam;http://dbpedia.org/ontology/language
where in the united states did herbert fields pass away?;http://dbpedia.org/ontology/deathPlace
who was born in macclesfield;http://dbpedia.org/ontology/birthPlace
Which part of germany was jurgen gredig born in;http://dbpedia.org/ontology/birthPlace
What label is the blow signed to?;http://dbpedia.org/ontology/recordLabel
what is the cvg genre of starhawk;http://dbpedia.org/ontology/genre
who is an American pianist born in philadelphia;http://dbpedia.org/ontology/birthPlace
Which position did chuck ortmann used to play?;http://dbpedia.org/ontology/position
what kinds of music is played by scott murawski;http://dbpedia.org/ontology/genre
who is a shooting guard;http://dbpedia.org/ontology/position
where is kevinspencer from?;http://dbpedia.org/ontology/hometown
Who did the story for the film  cat on a hot tin roof;http://dbpedia.org/ontology/writer
Name a book in the speculative fiction genre;http://dbpedia.org/ontology/literaryGenre
what hockey position does josh garbutt play;http://dbpedia.org/ontology/position
What is Adam Guzinski's nationality?;http://dbpedia.org/ontology/birthPlace
what is located within the north american central time zone;http://dbpedia.org/ontology/timeZone
Where in france did henri lehmann die;http://dbpedia.org/ontology/deathPlace
Who played the outfielder position in baseball?;http://dbpedia.org/ontology/position
Which genre of music is on the album cobra;http://dbpedia.org/ontology/genre
who is the writer of dragon seed;http://dbpedia.org/ontology/author
which genre is the circle;http://dbpedia.org/ontology/genre
the book wizard, written in 1980, is of what genre;http://dbpedia.org/ontology/literaryGenre
what player played shortstop?;http://dbpedia.org/ontology/position
what time zone does sumiton use?;http://dbpedia.org/ontology/timeZone
what time zone is used in brook highland;http://dbpedia.org/ontology/timeZone
what style of music does nu dimension belong to?;http://dbpedia.org/ontology/genre
Which Russian military official was born in yoshkar-ola?;http://dbpedia.org/ontology/birthPlace
what village is located in north american central time zone;http://dbpedia.org/ontology/timeZone
What kind of music does ron geesin make?;http://dbpedia.org/ontology/genre
which film was directed by k. balachander;http://dbpedia.org/ontology/director
Name an album from the hard rock genre;http://dbpedia.org/ontology/genre
where was kevin shirley born?;http://dbpedia.org/ontology/birthPlace
what kind of music is noa james?;http://dbpedia.org/ontology/genre
what type of book is at the mountains of madness and other novels;http://dbpedia.org/ontology/literaryGenre
Where was alfonso iv d'este, duke of modena born?;http://dbpedia.org/ontology/birthPlace
What is andreas schnaas's nationality;http://dbpedia.org/ontology/birthPlace
What was the nationality of stephan beckenbauer;http://dbpedia.org/ontology/birthPlace
who was the producer for crash (2004 film);http://dbpedia.org/ontology/producer
what are the names of death metal albums;http://dbpedia.org/ontology/genre
What type of hip hop is featured on thug religion;http://dbpedia.org/ontology/genre
what music genre is greatest hits?;http://dbpedia.org/ontology/genre
which city did shamus culhane died in?;http://dbpedia.org/ontology/deathPlace
What kind of rock do scandinavian music group play;http://dbpedia.org/ontology/genre
Who is someone from united states;http://dbpedia.org/ontology/birthPlace
what kind of game is feel ski;http://dbpedia.org/ontology/genre
Who was the scientist born in romania?;http://dbpedia.org/ontology/birthPlace
who wrote the story of double face;http://dbpedia.org/ontology/writer
what music genre is north from here?;http://dbpedia.org/ontology/genre
What position does footballer fernando domingos de moura play?;http://dbpedia.org/ontology/position
Where did kitty brashear die?;http://dbpedia.org/ontology/deathPlace
what is a composition from dropkick murphys?;http://dbpedia.org/ontology/writer
what language is kaiyoppu in;http://dbpedia.org/ontology/language
what is a name of music produced by paul banks;http://dbpedia.org/ontology/recordLabel
who directed the gangs all here;http://dbpedia.org/ontology/director
what kind of music is kamal heer known for;http://dbpedia.org/ontology/genre
where in california did  linda otto die;http://dbpedia.org/ontology/deathPlace
where did michael braun pass away;http://dbpedia.org/ontology/deathPlace
what is bill asprey's position;http://dbpedia.org/ontology/position
who was born in andhra pradesh;http://dbpedia.org/ontology/birthPlace
where was immanuel velikovsky born?;http://dbpedia.org/ontology/birthPlace
Who wrote the film 9 songs?;http://dbpedia.org/ontology/writer
Who wrote the lyrics to onna to otoko no lullaby game;http://dbpedia.org/ontology/writer
what is the genre of the album raza odiada;http://dbpedia.org/ontology/genre
what was the place of birth of steve lee;http://dbpedia.org/ontology/birthPlace
What is the name of a Japanese adventure video game?;http://dbpedia.org/ontology/genre
what is the genre associated with joan;http://dbpedia.org/ontology/genre
who was born in florida?;http://dbpedia.org/ontology/birthPlace
who provided the film story of beastly?;http://dbpedia.org/ontology/writer
What is vitalijs maksimenko position;http://dbpedia.org/ontology/position
Which genre is the artist ed hale from;http://dbpedia.org/ontology/genre
whats the name of an artist known for pop music;http://dbpedia.org/ontology/genre
what type of music is plastic planet;http://dbpedia.org/ontology/genre
who wrote the book keziah dane;http://dbpedia.org/ontology/author
Who was born in seoul korea?;http://dbpedia.org/ontology/birthPlace
where was susan kohner born;http://dbpedia.org/ontology/birthPlace
what position does angelo gigli play?;http://dbpedia.org/ontology/position
In which country was alexander imich born?;http://dbpedia.org/ontology/birthPlace
whats the genre of the album live at the epicentre;http://dbpedia.org/ontology/genre
which program is in the genre talk show;http://dbpedia.org/ontology/genre
what mixing technique is used by dj screw;http://dbpedia.org/ontology/genre
what position does masanori ishikawa in baseball;http://dbpedia.org/ontology/position
What lyrics did arlo guthrie write;http://dbpedia.org/ontology/writer
What is the name of a composition by gary lightbody;http://dbpedia.org/ontology/writer
who are examples of progressive rock artists;http://dbpedia.org/ontology/genre
who produced blue valentine;http://dbpedia.org/ontology/producer
what type of genre is american gladiators?;http://dbpedia.org/ontology/genre
what album is from the genre post-grunge;http://dbpedia.org/ontology/genre
What label is myles kennedy associated with?;http://dbpedia.org/ontology/recordLabel
what is a rock music album?;http://dbpedia.org/ontology/genre
Where did john vi kantakouzenos die?;http://dbpedia.org/ontology/deathPlace
what was ed van der elsken's place of death;http://dbpedia.org/ontology/deathPlace
What is the nae of an interactive fiction game;http://dbpedia.org/ontology/genre
who produced gundamma katha?;http://dbpedia.org/ontology/producer
What is the place of birth of Jorge Rinaldi?;http://dbpedia.org/ontology/birthPlace
What is the birth place of vernon e. megee?;http://dbpedia.org/ontology/birthPlace
what county is washington pass a part;http://dbpedia.org/ontology/location
what is a rock music artist that plays drums;http://dbpedia.org/ontology/genre
who was the exquisite cadaver directed by;http://dbpedia.org/ontology/director
claudemir ferreira da silva plays what position?;http://dbpedia.org/ontology/position
is daviddevantandhisspiritwife indie rock or classical;http://dbpedia.org/ontology/genre
what type of music is played in LP airshow;http://dbpedia.org/ontology/genre
where was goichi suda born;http://dbpedia.org/ontology/birthPlace
where was dawa narbula born;http://dbpedia.org/ontology/birthPlace
What is a film that was written by lawrence kasdan;http://dbpedia.org/ontology/writer
Where was aboobaker osman mitha born;http://dbpedia.org/ontology/birthPlace
what city and state did  jerry wallace pass away;http://dbpedia.org/ontology/deathPlace
which country is eufemio cabral from;http://dbpedia.org/ontology/birthPlace
where did Emile danoen die;http://dbpedia.org/ontology/deathPlace
what kind of music is played in dizzy heights;http://dbpedia.org/ontology/genre
Name a mystery novel by Douglas Adams.;http://dbpedia.org/ontology/literaryGenre
Which artist is on the london records label?;http://dbpedia.org/ontology/recordLabel
what is matt angle  baseball position;http://dbpedia.org/ontology/position
what is august starek's professional position;http://dbpedia.org/ontology/position
Name a punk rock artist.;http://dbpedia.org/ontology/genre
What is the name of a game from the racing game genre;http://dbpedia.org/ontology/genre
Where was gaetan bussmann born;http://dbpedia.org/ontology/birthPlace
what bob dylan songs did he write;http://dbpedia.org/ontology/writer
Model hiromi oshima was born in this large city in Japan.;http://dbpedia.org/ontology/birthPlace
who produced lisbon story?;http://dbpedia.org/ontology/producer
where did the band current swell form;http://dbpedia.org/ontology/hometown
which baseball position is played by stump wiedman;http://dbpedia.org/ontology/position
what are popular music albums;http://dbpedia.org/ontology/genre
what is the nationality of khan abdul wali khan;http://dbpedia.org/ontology/birthPlace
Who's a princess born in the grand palace;http://dbpedia.org/ontology/birthPlace
where did valerie june get her start;http://dbpedia.org/ontology/hometown
what position does isaac curtis play in football?;http://dbpedia.org/ontology/position
what type of music is dust bowl?;http://dbpedia.org/ontology/genre
Where was marcel hillaire born?;http://dbpedia.org/ontology/birthPlace
Which time zone is lafayette located in;http://dbpedia.org/ontology/timeZone
Name a person born in oakland.;http://dbpedia.org/ontology/birthPlace
Where was james vaughan born;http://dbpedia.org/ontology/birthPlace
What kind of book is the spare room;http://dbpedia.org/ontology/literaryGenre
Julian cope wrote the lyrics for what song?;http://dbpedia.org/ontology/writer
What is an example of a dance music album?;http://dbpedia.org/ontology/genre
Name the biography written by Milton Meltzer?;http://dbpedia.org/ontology/literaryGenre
what music genre is protest songs;http://dbpedia.org/ontology/genre
where is cmx originally from;http://dbpedia.org/ontology/hometown
what kind of book is more than human;http://dbpedia.org/ontology/literaryGenre
What position did chico fernandez play?;http://dbpedia.org/ontology/position
Which artist is in the music genre of rock?;http://dbpedia.org/ontology/genre
Which city was george etherege when he died;http://dbpedia.org/ontology/deathPlace
which fantasy books are written by troy denning?;http://dbpedia.org/ontology/literaryGenre
who wrote ibiza bar;http://dbpedia.org/ontology/writer
Which country is ashley torres from;http://dbpedia.org/ontology/birthPlace
where was walther bauersfeld given birth to;http://dbpedia.org/ontology/birthPlace
What genre of music is our cubehouse still rocks?;http://dbpedia.org/ontology/genre
what nationality is kevin harrington;http://dbpedia.org/ontology/birthPlace
what category of game is amped 2 under;http://dbpedia.org/ontology/genre
Where was paul hymans born;http://dbpedia.org/ontology/birthPlace
what position did mykola pavlov play?;http://dbpedia.org/ontology/position
Which position did charlie brown play?;http://dbpedia.org/ontology/position
Who was born in mankato?;http://dbpedia.org/ontology/birthPlace
what sort of music is i can wonder what you did with your day;http://dbpedia.org/ontology/genre
Which language is jaka sembung in;http://dbpedia.org/ontology/language
what is the genre of stacked rubbish by the gazette;http://dbpedia.org/ontology/genre
what state was melora hardin born;http://dbpedia.org/ontology/birthPlace
what type of book is the republic of wine;http://dbpedia.org/ontology/literaryGenre
what king of video game is metal gear acid 2?;http://dbpedia.org/ontology/genre
what is one of gene brewer's works;http://dbpedia.org/ontology/author
where was maxine moul's birthplace;http://dbpedia.org/ontology/birthPlace
where did philopoemen die;http://dbpedia.org/ontology/deathPlace
Which label is the artist the darkness on;http://dbpedia.org/ontology/recordLabel
Where does lord wind hail from?;http://dbpedia.org/ontology/birthPlace
under what label does lower definition work;http://dbpedia.org/ontology/recordLabel
where was reba z. whittle born;http://dbpedia.org/ontology/birthPlace
which musician is hip hop;http://dbpedia.org/ontology/genre
which film did yukihiko tsutsumi direct;http://dbpedia.org/ontology/director
what type of music is drottnar;http://dbpedia.org/ontology/genre
What type of music does kirka write?;http://dbpedia.org/ontology/genre
Who is an artist that is signed to atlantic records;http://dbpedia.org/ontology/recordLabel
where did evelyn kozak pass away;http://dbpedia.org/ontology/deathPlace
what is a disco album;http://dbpedia.org/ontology/genre
which artist performs in the gothic rock genre;http://dbpedia.org/ontology/genre
what kind of book is captives of the flame;http://dbpedia.org/ontology/literaryGenre
who directed the almost famous movie;http://dbpedia.org/ontology/director
Which position does bob obrien play;http://dbpedia.org/ontology/position
Which label signed b-projekt?;http://dbpedia.org/ontology/recordLabel
what genre of pop is the album getting away with it... live;http://dbpedia.org/ontology/genre
what artists are with emi?;http://dbpedia.org/ontology/recordLabel
What is bill jones's place of death?;http://dbpedia.org/ontology/deathPlace
Name an album from the heavy metal genre;http://dbpedia.org/ontology/genre
what film did roger corman produce;http://dbpedia.org/ontology/producer
What time zone is used in loogootee, indiana;http://dbpedia.org/ontology/timeZone
what position on the field does damien tixier play;http://dbpedia.org/ontology/position
what type of game genre was rollcage;http://dbpedia.org/ontology/genre
Where was hiroki takahashi born;http://dbpedia.org/ontology/birthPlace
what is the position of the baseball player vladimir guerrero;http://dbpedia.org/ontology/position
what computer videogame genre is championship manager 93/94;http://dbpedia.org/ontology/genre
who is the story of a far off place accredited to;http://dbpedia.org/ontology/writer
Name an irish painter born in dublin;http://dbpedia.org/ontology/birthPlace
where was elisabeth of bavaria, queen of germany born;http://dbpedia.org/ontology/birthPlace
Name a historic hotel located in dearborn.;http://dbpedia.org/ontology/location
What kind of book is seeds of yesterday?;http://dbpedia.org/ontology/literaryGenre
Where did fakhr ad-din ar-razi die?;http://dbpedia.org/ontology/deathPlace
which musician was born in elkhart;http://dbpedia.org/ontology/birthPlace
leni riefenstahl  directed what film;http://dbpedia.org/ontology/director
who is a politician from prilep?;http://dbpedia.org/ontology/birthPlace
What is the name of a soundtrack album?;http://dbpedia.org/ontology/genre
Where was buddy feyne born?;http://dbpedia.org/ontology/birthPlace
Name a novel;http://dbpedia.org/ontology/literaryGenre
is freddy juarez from the united states or mexico;http://dbpedia.org/ontology/birthPlace
who was born in nanty glo;http://dbpedia.org/ontology/birthPlace
What are some lyrics that were written by tori amos;http://dbpedia.org/ontology/writer
where in the midwest is bobby joe hill's place of death?;http://dbpedia.org/ontology/birthPlace
What genre of music is the album ella in london?;http://dbpedia.org/ontology/genre
what language do filipino people of spanish ancestry speak;http://dbpedia.org/ontology/language
where did james brice pass away;http://dbpedia.org/ontology/deathPlace
Where was jb gill born;http://dbpedia.org/ontology/birthPlace
where was miroslav holub born;http://dbpedia.org/ontology/birthPlace
who was born in longmeadow, massachusetts?;http://dbpedia.org/ontology/birthPlace
which artist is known for jazz fusion;http://dbpedia.org/ontology/genre
What kind of metal is played on thrash anthems;http://dbpedia.org/ontology/genre
what kind of music is sex pistols recognized for;http://dbpedia.org/ontology/genre
what is  alain dorvals place of birth;http://dbpedia.org/ontology/birthPlace
Which British football player was born in basingstoke;http://dbpedia.org/ontology/birthPlace
What time zone does the chebanse township use;http://dbpedia.org/ontology/timeZone
what genre of music is razorblade suitcase categorized as;http://dbpedia.org/ontology/genre
danny devito  was the director for what film;http://dbpedia.org/ontology/director
What famous drummer from Pink Floyd is signed to emi?;http://dbpedia.org/ontology/recordLabel
Where was les mills born?;http://dbpedia.org/ontology/birthPlace
what tv program is classified as a  sitcom;http://dbpedia.org/ontology/genre
where is citibank hall?;http://dbpedia.org/ontology/location
what kind of program is comedy central roast?;http://dbpedia.org/ontology/genre
whats the genre of the album motion sickness: live recordings;http://dbpedia.org/ontology/genre
What is an example of traditional pop music album?;http://dbpedia.org/ontology/genre
