id;question;predicate;subject
23116;what genre of music does ian villafana play;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Ian_Villafana
00739;what language was wedge: the secret war between the fbi and cia originally in;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/Wedge:_The_Secret_War_between_the_FBI_and_CIA
24293;who is the author of heaven has no favorites;http://dbpedia.org/ontology/author;http://dbpedia.org/resource/Heaven_Has_No_Favorites
64046;Where is the birthplace of roxana barca;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Roxana_Bârcă
59577;Where was irving fine born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Irving_Fine
74638;where in the united states was lisa colagrossi born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Lisa_Colagrossi
09908;What genre of music is on the album titled live at the north sea jazz festival, 1980;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Live_at_the_North_Sea_Jazz_Festival,_1980_(Freddie_Hubbard_album)
31075;who wrote bluebeard;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Bluebeard_(1972_film)
19014;what type of videogame is jade dynasty;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Jade_Dynasty_(video_game)
18466;where was jean-claude thibaut born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Jean-Claude_Thibaut
64411;where in france did william l. dayton die;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/William_L._Dayton
51848;Where was stanislaw kogut born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Stanisław_Kogut
54844;what is the position that the baseball player julio lugo plays in;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Julio_Lugo
58553;What genre of music is the album guitar?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Guitar_(Tony_Rice_album)
32836;what european city did dorian shainin die;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Dorian_Shainin
20345;Who wrote the story of dr. no (film)?;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Dr._No_(film)
60030;what is peggy wood's place of birth?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Peggy_Wood
55639;What genre is the game wrc ii extreme in?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/WRC_II_Extreme
27942;Which city did stark young die in;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Stark_Young
35285;What genre of videogame is elfmania?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Elfmania
55607;where is e. h. brabrook house located?;http://dbpedia.org/ontology/location;http://dbpedia.org/resource/E._H._Brabrook_House
02925;where did  curt von gottberg die;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Curt_von_Gottberg
31682;Where in portugal did columbano bordalo pinheiro die;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Columbano_Bordalo_Pinheiro
73415;what position does isaac curtis play in football?;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Isaac_Curtis
25293;which state is patrick tracy burris from;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Patrick_Tracy_Burris
23007;what type of music does jed davis play;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Jed_Davis
66755;what's a good genre description of the artist palisades;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Palisades_(band)
33601;what type of music is the album stone temple pilots;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Stone_Temple_Pilots_(album)
41994;where did otto huber die;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Otto_Huber
66963;What language do the characters speak in a social celebrity;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/A_Social_Celebrity
15778;what nationality is wonny song;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/Wonny_Song
67544;what genre of fiction is see delphi and die;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/See_Delphi_and_Die
08800;what kind of music is thornography;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Thornography
12351;what type of music does miho hatori make?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Miho_Hatori
11664;what language does the romani people in spain speak;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/Romani_people_in_Spain
04772;what genre of music does bracken create;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Bracken_(band)
46034;what genre of music is the album  free speech;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Free_Speech_(album)
24451;what kind of music is in fear and faith;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/In_Fear_and_Faith
55102;where did ali tabatabaee originate from?;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/Ali_Tabatabaee
05020;what is the musical genre for the album  symptoms + cures;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Symptoms_+_Cures
02598;where was andrew buchan born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Andrew_Buchan
75025;who is the director for the love test;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/The_Love_Test
35078;what type of music is icky flix?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Icky_Flix
75792;what is the language spoken by spanish people of filipino ancestry;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/Spanish_people_of_Filipino_ancestry
29814;what kind of music is mothermania;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Mothermania_(band)
01093;what is paul sorensen's place of birth;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Paul_Sorensen
13430;what types of music is triangle;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Triangle_(The_Beau_Brummels_album)
13427;what position did bill bowler play in ice hockey?;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Bill_Bowler
01743;What is the genre of the book primal fear?;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/Primal_Fear_(novel)
61358;what story is produced by frieda (film);http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Frieda_(film)
43651;which time zones is beaver township located in?;http://dbpedia.org/ontology/timeZone;http://dbpedia.org/resource/Beaver_Township,_Fillmore_County,_Minnesota
00360;What language do most jewish american speak;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/American_Jews
73048;Who wrote seven swords?;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Seven_Swords
39409;which language was used in the film dharma patni;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/Dharma_Patni_(film)
68487;What is marc bendavid's nationality;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Marc_Bendavid
64794;What city did pritilata waddedar pass away?;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Pritilata_Waddedar
11671;what language do the characters in walang hanggan speak;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/Walang_Hanggan_(GMA_TV_series)
63691;what genre is the book grievance;http://dbpedia.org/ontology/literaryGenre;http://dbpedia.org/resource/Grievance_(novel)
03220;Who directed the film the animatrix;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/The_Animatrix
62533;where was ray macdonald born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Ray_MacDonald
56280;who is the director of hiatus;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/Hiatus_(30_Rock)
40452;what type of game is gunlok;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Gunlok
20465;what kind of genre is death acoustic;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Death_Acoustic
43325;in what genre does thea king perform;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Thea_King
69454;What position did angel ginev play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Angel_Ginev
51655;what position does fredrik warg play in hockey;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Fredrik_Warg
09363;what kind of music is rotomusic de liquidificapum;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Rotomusic_de_Liquidificapum
47509;what type of music does st. anger create;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/St._Anger
53357;Where did winta originate from?;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/Winta
41657;what musical genre does gershon kingsley create;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Gershon_Kingsley
43022;what types of music is played by aki yashiro;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Aki_Yashiro
72543;who composed i like it;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/I_Like_It_(Enrique_Iglesias_song)
58709;Where is the vasco era from;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/The_Vasco_Era
74563;who wrote the episode the same old story;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/The_Same_Old_Story
57633;who is the author of the hardcore diaries;http://dbpedia.org/ontology/author;http://dbpedia.org/resource/The_Hardcore_Diaries
22651;which town did brooks hays pass away in;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Brooks_Hays
29999;where was gian-carlo wick born;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Gian-Carlo_Wick
37850;What language is spoken in jai shiv shankar;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/Jai_Shiv_Shankar
35485;Which label is the artist dave valentin signed to;http://dbpedia.org/ontology/recordLabel;http://dbpedia.org/resource/Dave_Valentin
26593;where was donald snyder born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Donald_Snyder
51494;which type of show was boot camp;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Boot_Camp_(TV_series)
54035;what baseball position does brandon moss play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Brandon_Moss
38708;Who produced the American horror film shrieker?;http://dbpedia.org/ontology/producer;http://dbpedia.org/resource/Shrieker_(film)
28839;where was erich kahler announced dead;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Erich_Kahler
14537;who wrote the story looking for richard;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Looking_for_Richard
72535;in which state is st. mary's chapel located;http://dbpedia.org/ontology/location;http://dbpedia.org/resource/St._Mary's_Chapel_(Raleigh,_North_Carolina)
01117;what kind of music is alternate takes;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Alternate_Takes
63027;who wrote the story for thats my baby!;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/That's_My_Baby!_(1944_film)
31875;what genre of music is 20 y.o. classified as;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/20_Y.O.
06094;What type of music is played on eye of the hurricane;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Eye_of_the_Hurricane_(The_Alarm_album)
15344;Which label is fear factory on?;http://dbpedia.org/ontology/recordLabel;http://dbpedia.org/resource/Fear_Factory
52394;where is cmx originally from;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/CMX_(band)
41156;What is carl thomas anderson's nationality?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Carl_Thomas_Anderson
72371;who produced duplicity (film);http://dbpedia.org/ontology/producer;http://dbpedia.org/resource/Duplicity_(film)
56621;what is lovelace ackah's nationality;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Lovelace_Ackah
58700;What genre of music is bitterside known for?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Bitterside
29053;what time zones is used in garden city township;http://dbpedia.org/ontology/timeZone;http://dbpedia.org/resource/Garden_City_Township,_Blue_Earth_County,_Minnesota
12641;What position did yvan rajoarimanana play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Yvan_Rajoarimanana
08194;Where in the united states did albert hodges pass away;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Albert_Hodges
27623;who produced the butterfly effect;http://dbpedia.org/ontology/producer;http://dbpedia.org/resource/The_Butterfly_Effect
71269;What genre of music does the mothmen create;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/The_Mothmen
00669;What city does kval-tv broadcast to;http://dbpedia.org/ontology/location;http://dbpedia.org/resource/KVAL-TV
52854;What kind of tv program is dino babies?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Dino_Babies
57266;what is the genre of the artist sergio mendes;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Sérgio_Mendes
70120;What football position does dani gimenez play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Dani_Giménez
37590;where was bonar law  born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Bonar_Law
68783;where was john canton born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/John_Canton
05350;what kind of music is on den nye by;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Den_Nye_By
59184;which european nation did ida noddack come from?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Ida_Noddack
21755;Where in the UK was karen burke born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Karen_Burke
28237;which position in baseball did rick leach play in?;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Rick_Leach_(baseball)
67979;what position does takis gonias play for football?;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Takis_Gonias
24951;which continent is 60 wall street located on;http://dbpedia.org/ontology/location;http://dbpedia.org/resource/60_Wall_Street
25000;what kinds of music is should god forget: a retrospective;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Should_God_Forget:_A_Retrospective
48234;what label does neaera record under;http://dbpedia.org/ontology/recordLabel;http://dbpedia.org/resource/Neaera_(band)
18240;Where did georg von arco die;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Georg_von_Arco
72827;Which label is placebo (band) under?;http://dbpedia.org/ontology/recordLabel;http://dbpedia.org/resource/Placebo_(band)
55709;where did the artist micky & the motorcars originate;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/Micky_&_the_Motorcars
46182;Where was john mace smith house located in?;http://dbpedia.org/ontology/location;http://dbpedia.org/resource/John_Mace_Smith_House
53928;what is the place of birth of peter alexander;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Peter_Alexander_(artist)
22560;where is martin jeppesen originally from;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Martin_Jeppesen
29210;what genre of music does  jerry scheff make;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Jerry_Scheff
21071;"What kind of computer game is ""Mega Man Battle & Chase""?";http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Mega_Man_Battle_&_Chase
62907;what type of music is indianola mississippi seeds;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Indianola_Mississippi_Seeds
31376;What kind of a game is city of the dead;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/City_of_the_Dead_(video_game)
41445;what type of music is played at white trash with money;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/White_Trash_with_Money
16882;what style of music does stompin tom connors belong to?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Stompin'_Tom_Connors
45011;Where did the artist aeroplane originate from?;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/Aeroplane_(musician)
14735;Which city was greg ham born in;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Greg_Ham
46696;Where did saheb qiblah fultali die?;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Saheb_Qiblah_Fultali
36086;what is elisabetta canalis' place of birth?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Elisabetta_Canalis
65612;What type of music was created by drugi nacin;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Drugi_način
05068;What language is the show majika in?;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/Majika
02622;where did simon dominic originate from;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Simon_Dominic
24938;What is nobuhiro suwa's nationality;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Nobuhiro_Suwa
53885;what label is macy gray signed to;http://dbpedia.org/ontology/recordLabel;http://dbpedia.org/resource/Macy_Gray
71053;what kind of music is door, door;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Door,_Door
67996;what is the genre of the artist gentle giant;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Gentle_Giant
45920;Where was john keating born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/John_Keating_(Australian_politician)
70407;where was mina (singer) born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Mina_(singer)
39643;which category of music does old songs new songs fall under;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Old_Songs_New_Songs
45579;what kind of music does parachute express play;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Parachute_Express
11684;how is the movie the greatest american hero classified;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/The_Greatest_American_Hero
67932;which languages are spoken among white american?;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/White_Americans
38709;What genre is prints of darkness;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Prints_of_Darkness
28791;what football position does simon hofer play at?;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Simon_Hofer
60015;what types of music is played by akiko matsuura;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Akiko_Matsuura
50904;Where is vibracathedral orchestra from;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/Vibracathedral_Orchestra
48862;The director of american soldiers was?;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/American_Soldiers
04644;what state was melora hardin born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Melora_Hardin
53526;what city was august endell born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/August_Endell
22794;what type of music is featured in make it hot;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Make_It_Hot
13606;what kind of genre is crust;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Crust_(album)
06148;Where was ivan jandl born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Ivan_Jandl
48252;What type of film is cruise of the jasper b;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/Cruise_of_the_Jasper_B
19100;What genre does the artist gods child fall under?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Gods_Child
13381;Who wrote the red violin?;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/The_Red_Violin
04979;which time zone is lilydale based in;http://dbpedia.org/ontology/timeZone;http://dbpedia.org/resource/Lilydale,_Minnesota
04826;What kind of music does ralf gyllenhammar play?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Ralf_Gyllenhammar
28104;what label is the artist brian connolly from?;http://dbpedia.org/ontology/recordLabel;http://dbpedia.org/resource/Brian_Connolly
02046;which position did jason botts play in the american league;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Jason_Botts
52597;what kind of music does apocalyptica play;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Apocalyptica
40867;mykola hrinchenko plays which position for Kharkiv in the Ukrainian Premier League?;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Mykola_Hrinchenko
24288;what country is carsten lakies from;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Carsten_Lakies
34938;is the kennedys a drama or comedy;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/The_Kennedys_(miniseries)
15090;what type of game is star soldier: vanishing earth?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Star_Soldier:_Vanishing_Earth
34349;what position does zlatan alomerovic play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Zlatan_Alomerović
18960;What genre of music is tiempos nuevos;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Tiempos_Nuevos
30828;What game genre is test drive le mans classified as;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Test_Drive_Le_Mans
30821;Where was mamadou zongo born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Mamadou_Zongo
35900;what kind of music does outkast perform;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Outkast
20983;What type of music is on the album seemless;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Seemless_(Seemless_album)
13811;what position does john inglis play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/John_Inglis_(footballer,_born_1966)
48708;where is michael ben-aris birth place;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Michael_Ben-Ari
00689;what type of music is on get ready?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Get_Ready_(New_Order_album)
01314;What language is futbolilits in?;http://dbpedia.org/ontology/language;http://dbpedia.org/resource/Futbolilits
24644;What type of computer videogame is custom robo gx?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Custom_Robo_GX
47594;what is the genre of jnc?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/JnC
56020;What genre is the album and so i watch you from afar;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/And_So_I_Watch_You_from_Afar_(album)
42673;What is the genre of music that is made by coheed and cambria;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Coheed_and_Cambria
58179;Where was Richard Burr born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Richard_Burr
01218;Where did the birth of bethany hamilton take place?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Bethany_Hamilton
29341;what genre is fantastic planet in;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Fantastic_Planet_(album)
36898;what kind of music is on december's children (and everybody's)?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/December's_Children_(And_Everybody's)
28326;what genre does patrick moraz classify under;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Patrick_Moraz
17607;where is kay tse from;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Kay_Tse
34166;who provided the film story of beastly?;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Beastly_(film)
58405;what type of album is nobody love, nobody gets hurt;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Nobody_Love,_Nobody_Gets_Hurt
34382;is how i learned to love the bootboys indie pop or hard rock;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/How_I_Learned_to_Love_the_Bootboys
50586;What kind of tv show is haunted history?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Haunted_History_(1998_TV_series)
44492;what is the time zone of silver creek township?;http://dbpedia.org/ontology/timeZone;http://dbpedia.org/resource/Silver_Creek_Township,_Stephenson_County,_Illinois
09011;what kind of music is khaled 'bassbaba' sumon;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Bassbaba_Sumon
29872;Which label is the raconteurs apart of?;http://dbpedia.org/ontology/recordLabel;http://dbpedia.org/resource/The_Raconteurs
05649;where was mike gentile born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Mike_Gentile
29004;what genre does bernie calvert perform;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Bernie_Calvert
62974;which country was semei kakungulu born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Semei_Kakungulu
23485;Who composed let the happiness in?;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Let_the_Happiness_In
60500;what is dosa junior's nationality?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Dossa_Júnior
59423;in which italian city did vanna brosio die;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Vanna_Brosio
43495;what kind of music does black helicopter perform;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Black_Helicopter
10289;which german journalist wrote for the film the odessa file?;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/The_Odessa_File_(film)
46646;what types of tv program is chasing classic cars;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Chasing_Classic_Cars
75557;what position does gaston sessa play in football;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Gastón_Sessa
46225;where did michael braun pass away;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Michael_Braun_(industrialist)
73726;what city and state did  jerry wallace pass away;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Jerry_Wallace
68657;What type of rock does kirsty maccoll play;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Kirsty_MacColl
21795;where was frank j. farrell born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Frank_J._Farrell
49512;what class of music is black label society;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Black_Label_Society
30519;what kind of music is played in dizzy heights;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Dizzy_Heights
24135;Where is william fung from;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/William_Fung
57872;what kind of music is played in b sides and rarities album;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/B_Sides_and_Rarities_(Andy_Williams_album)
00391;What is the nationality of antonio banderas;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Antonio_Banderas
25325;who wrote the film cars 2;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Cars_2
46350;who was house of bamboo directed by;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/House_of_Bamboo
67451;What kind of music does andy marvel make;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Andy_Marvel
62863;What genre of album is junta?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Junta_(album)
15848;What is the genre of music from nb ridaz.com;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/NB_Ridaz.com
27969;who composed machinehead;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Machinehead_(song)
45484;Where in England did lynne carol die?;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Lynne_Carol
73491;where was georgi ivanov born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Georgi_Ivanov
07610;who directed hard, fast and beautiful;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/Hard,_Fast_and_Beautiful
54404;Where in German was torsten de winkel born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Torsten_de_Winkel
71857;what is the nationality of adolphe teikeu;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Adolphe_Teikeu
68458;which country is sussex coast college hastings in;http://dbpedia.org/ontology/location;http://dbpedia.org/resource/Sussex_Coast_College_Hastings
52992;where does the group the heartbroken originate;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/The_Heartbroken
42289;Where was jimmy melia born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Jimmy_Melia
71596;where was mario konrad born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Mario_Konrad
62768;What genre of music does xavier desandre navarre make?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Xavier_Desandre_Navarre
11235;In which time zone is cuauhtemoc?;http://dbpedia.org/ontology/timeZone;http://dbpedia.org/resource/Ciudad_Cuauhtémoc,_Chihuahua
47835;where was the birthplace of yates stirling;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Yates_Stirling
66907;which city is the egypcian tewfik pasha from;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Tewfik_Pasha
57669;What genre is koda kumi live tour 2006-2007 second session?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Koda_Kumi_Live_Tour_2006–2007_Second_Session
05402;Which country was fabrice grinda born in;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Fabrice_Grinda
06093;what american football position does michael doyle play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Michael_Doyle_(footballer,_born_1991)
71783;what genre is the album delightfully pleased;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Delightfully_Pleased
57207;where was bevan fransman born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Bevan_Fransman
